67,Rotterdam Centraal,d,e
68,Stadhuis,d,e
69,Beurs,a,b,c,d,e
70,Leuvehaven,d,e
71,Rijnhaven,d,e
72,Maashaven,d,e
73,Zuidpleind,d,e
74,Slinge,d,e
75,Rhoon,d
76,Poortugaal,d
77,Hoogvliet,c,d
78,Zalmplaat,c,d
79,Spijkenisse Centrum,c,d
80,Heemraadlaan,c,d
81,De Akkers,c,d
82,Wilhelminaplein,d,e
83,Tussenwater,c,d
84,Nesselande,b
85,De Terp,c
86,Capelle Centrum,c
87,Slotlaan,c
88,Binnenhof,a
89,Romeynshof,a
90,De Tochten,b
91,Ambachtsland,b
92,Nieuw Verlaat,b
93,Hesseplaats,b
94,Graskruid,a,b
95,Alexander,a,b
96,Oosterflank,a,b
97,Prinsenlaan,a,b
98,Schenkel,a,b
99,Capelsebrug,a,b,c
100,Kralingse Zoom,a,b,c
101,Voorschoterlaan,a,b,c
102,Gerdesiaweg,a,b,c
103,Oostplein,a,b,c
104,Blaak,a,b,c
105,Eendrachtsplein,a,b,c
106,Dijkzigt,a,b,c
107,Coolhaven,a,b,c
108,Delfshaven,a,b,c
109,Marconiplein,a,b,c
110,Schiedam Centrum,a,b,c
111,Parkweg,c
112,Troelstralaan,c
113,Vijfsluizen,c
114,Pernis,c
115,Meijersplein,e
116,Blijdorp,e
117,Melanchthonweg,e
118,Rodenrijs,e
119,Berkel Westpolder,e
120,Pijnacker Zuid,e
121,Pijnacker Centrum,e
122,Nootdorp,e
123,Leidschenveen,e
124,Forepark,e
125,Leidschendam-Voorburg,e
126,Voorburg 't Loo,e
127,Laan van NOI,e
128,Den Haag Centraal,e
